ItemLargeCode,ItemLargeName,ItemMiddleCode,ItemMiddleName,ItemSmallCode,ItemSmallName,ItemCode,ItemName,PriceYear,PriceMin,PriceMax
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1013,[Ã»Á¤¿ø] Å¸¸£Å¸¸£ µå·¹½Ì 300g,2024,2690,2790
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1013,[Ã»Á¤¿ø] Å¸¸£Å¸¸£ µå·¹½Ì 300g,2025,2800,3000
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1014,[Ã»Á¤¿ø] ÇÁ·»Ä¡¹ß»ç¹Íµå·¹½Ì 325g,2025,3470,3730
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1014,[Ã»Á¤¿ø] ÇÁ·»Ä¡¹ß»ç¹Íµå·¹½Ì 325g,2024,3400,3470
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1015,´ë»ó ½¦ÇÁ¿ø ÇÁ·»Ä¡ ¹ß»ç¹Í µå·¹½Ì 2kg_,2025,7880,8460
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1016,´ë»ó Ã»Á¤¿ø ÄÚ¿ï½½·Î µå·¹½Ì 315G,2024,2540,2780
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1016,´ë»ó Ã»Á¤¿ø ÄÚ¿ï½½·Î µå·¹½Ì 315G,2025,2700,2900
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1017,´õÁÁÀºÇªµå Çª¸§ Åä½ºÆ®¼Ò½º »÷µåÀ§Ä¡ ¼Ò¹®³­ ¸¶¹ý ¼Ò½º »ø·¯µå µå·¹½Ì ±æ°Å,2024,6180,6280
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1017,´õÁÁÀºÇªµå Çª¸§ Åä½ºÆ®¼Ò½º »÷µåÀ§Ä¡ ¼Ò¹®³­ ¸¶¹ý ¼Ò½º »ø·¯µå µå·¹½Ì ±æ°Å,2023,5750,5970
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1017,´õÁÁÀºÇªµå Çª¸§ Åä½ºÆ®¼Ò½º »÷µåÀ§Ä¡ ¼Ò¹®³­ ¸¶¹ý ¼Ò½º »ø·¯µå µå·¹½Ì ±æ°Å,2025,6370,6830
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1018,µ¿¿ø Çã´Ï¸Ó½ºÅ¸µå µå·¹½Ì3 ÀÏÈ¸¿ë¼Ò½º 12gx250,2025,33760,36200
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1018,µ¿¿ø Çã´Ï¸Ó½ºÅ¸µå µå·¹½Ì3 ÀÏÈ¸¿ë¼Ò½º 12gx250,2023,29830,33350
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1019,·¹¹Ì¾Æ»ç¿ìÀü¾ÆÀÏ·£µåµå·¹½Ì(500ML),2025,2270,2430
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1019,·¹¹Ì¾Æ»ç¿ìÀü¾ÆÀÏ·£µåµå·¹½Ì(500ML),2024,2220,2260
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1019,·¹¹Ì¾Æ»ç¿ìÀü¾ÆÀÏ·£µåµå·¹½Ì(500ML),2023,2200,2300
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1020,»çÀÚÇ¥ °í¼ÒÇÑ Âü±úµå·¹½Ì 2kg,2025,21910,23500
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1021,»çÀÚÇ¥ ¿Ã¸®ºê¹ß»ç¹Í ÁöÁßÇØÇ³ µå·¹½Ì 2kg,2025,17810,19110
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1021,»çÀÚÇ¥ ¿Ã¸®ºê¹ß»ç¹Í ÁöÁßÇØÇ³ µå·¹½Ì 2kg,2023,16760,17970
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1022,»çÁ¶ÇØÇ¥ Çã´Ï¸Ó½ºÅ¸µå2kg/µå·¹½Ì¼Ò½º¸Ó½ºÅ¸µå,2025,5450,5850
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1022,»çÁ¶ÇØÇ¥ Çã´Ï¸Ó½ºÅ¸µå2kg/µå·¹½Ì¼Ò½º¸Ó½ºÅ¸µå,2023,5030,5260
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1023,»ïÁ¶¼¿ÅØ ¸ÆÄÚ¹Í ¹ß»ç¹Í µå·¹½Ì 1100g,2023,8470,8720
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1023,»ïÁ¶¼¿ÅØ ¸ÆÄÚ¹Í ¹ß»ç¹Í µå·¹½Ì 1100g,2025,8730,9370
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1023,»ïÁ¶¼¿ÅØ ¸ÆÄÚ¹Í ¹ß»ç¹Í µå·¹½Ì 1100g,2024,8640,9280
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1024,¼Ò½º°ø¹æ ·¹¸ó»ø·¯µå ¸Ó½ºÅ¸µå ¸¶¿ä µþ±â ¾çÆÄ ÈæÀÓÀÚ ¹ß»ç¹Í µå·¹½Ì 2KG,2023,8000,8320
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1024,¼Ò½º°ø¹æ ·¹¸ó»ø·¯µå ¸Ó½ºÅ¸µå ¸¶¿ä µþ±â ¾çÆÄ ÈæÀÓÀÚ ¹ß»ç¹Í µå·¹½Ì 2KG,2024,8700,9040
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1024,¼Ò½º°ø¹æ ·¹¸ó»ø·¯µå ¸Ó½ºÅ¸µå ¸¶¿ä µþ±â ¾çÆÄ ÈæÀÓÀÚ ¹ß»ç¹Í µå·¹½Ì 2KG,2025,8880,9520
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1025,½¦ÇÁ¿ø Å©¸®¹Ì¾çÆÄ µå·¹½Ì 2kg,2024,7230,7670
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1025,½¦ÇÁ¿ø Å©¸®¹Ì¾çÆÄ µå·¹½Ì 2kg,2025,7690,8250
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1025,½¦ÇÁ¿ø Å©¸®¹Ì¾çÆÄ µå·¹½Ì 2kg,2023,6650,7520
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1026,½¦ÇÁ¿øÇÁ·»Ä¡¹ß»ç¹Íµå·¹½Ì 2kg,2024,20090,20440
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1026,½¦ÇÁ¿øÇÁ·»Ä¡¹ß»ç¹Íµå·¹½Ì 2kg,2025,20500,21980
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1026,½¦ÇÁ¿øÇÁ·»Ä¡¹ß»ç¹Íµå·¹½Ì 2kg,2023,19890,20790
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1027,¾¾Á¦ÀÌ ¹ß»ç¹Í µå·¹½Ì 250G(°³),2025,3840,4120
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1027,¾¾Á¦ÀÌ ¹ß»ç¹Í µå·¹½Ì 250G(°³),2023,3430,3880
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1027,¾¾Á¦ÀÌ ¹ß»ç¹Í µå·¹½Ì 250G(°³),2024,3610,4080
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1028,¾¾Á¦ÀÌ ½ÃÀú µå·¹½Ì 235G(°³),2023,3460,3880
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1028,¾¾Á¦ÀÌ ½ÃÀú µå·¹½Ì 235G(°³),2024,3760,4040
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1028,¾¾Á¦ÀÌ ½ÃÀú µå·¹½Ì 235G(°³),2025,3840,4120
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1029,¾Æ¿öÈ¨ ½ÃÀú µå·¹½Ì 2kg,2025,8010,8590
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1029,¾Æ¿öÈ¨ ½ÃÀú µå·¹½Ì 2kg,2024,7530,8070
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1029,¾Æ¿öÈ¨ ½ÃÀú µå·¹½Ì 2kg,2023,7080,7590
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1030,¿À¶Ñ±â ¿À¶Ñ±â 1000 ¾ÆÀÏ·£µå µå·¹½Ì 250g,2025,1860,2000
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1030,¿À¶Ñ±â ¿À¶Ñ±â 1000 ¾ÆÀÏ·£µå µå·¹½Ì 250g,2024,1790,1960
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1030,¿À¶Ñ±â ¿À¶Ñ±â 1000 ¾ÆÀÏ·£µå µå·¹½Ì 250g,2023,1740,1800
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1031,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µå µå·¹½Ì 250g,2025,1830,1970
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1031,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µå µå·¹½Ì 250g,2024,1810,1930
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1031,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µå µå·¹½Ì 250g,2023,1680,1780
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1032,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µåµå·¹½Ì 250g,2024,2010,2040
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1032,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µåµå·¹½Ì 250g,2023,1910,1960
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1032,¿À¶Ñ±â ¿À¶Ñ±â 1000¾ÆÀÏ·£µåµå·¹½Ì 250g,2025,2030,2170
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1033,¿À¶Ñ±â Á¤Åë ¿À¸®¿£Å» µå·¹½Ì 210g,2024,1870,1990
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1033,¿À¶Ñ±â Á¤Åë ¿À¸®¿£Å» µå·¹½Ì 210g,2025,1910,2050
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1034,¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå 535g 3°³ °ÜÀÚ¼Ò½º µå·¹½Ì,2025,16090,17250
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1034,¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå 535g 3°³ °ÜÀÚ¼Ò½º µå·¹½Ì,2023,14370,16060
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1034,¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå 535g 3°³ °ÜÀÚ¼Ò½º µå·¹½Ì,2024,15290,17080
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1035,¿À¶Ñ±â ÈæÀÓÀÚ °¥¸¯µå·¹½Ì 1kg ÈæÀÓÀÚµå·¹½Ì ¾ÆÀÌ½º¹Ú½º ¹«·áÆ÷Àå,2024,5390,5630
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1035,¿À¶Ñ±â ÈæÀÓÀÚ °¥¸¯µå·¹½Ì 1kg ÈæÀÓÀÚµå·¹½Ì ¾ÆÀÌ½º¹Ú½º ¹«·áÆ÷Àå,2025,5440,5840
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1035,¿À¶Ñ±â ÈæÀÓÀÚ °¥¸¯µå·¹½Ì 1kg ÈæÀÓÀÚµå·¹½Ì ¾ÆÀÌ½º¹Ú½º ¹«·áÆ÷Àå,2023,5010,5260
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1036,¿ä°ÅÆ®µå·¹½Ì(½Ã¾Æ½º 2k) 1°³ÀÔ,2023,15560,16700
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1036,¿ä°ÅÆ®µå·¹½Ì(½Ã¾Æ½º 2k) 1°³ÀÔ,2025,17260,18520
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1036,¿ä°ÅÆ®µå·¹½Ì(½Ã¾Æ½º 2k) 1°³ÀÔ,2024,15880,18150
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1037,ÀÌÇªµå ½¦ÇÁ¿ø Âü±úµå·¹½Ì 2kg,2025,9510,10190
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1037,ÀÌÇªµå ½¦ÇÁ¿ø Âü±úµå·¹½Ì 2kg,2023,8130,9580
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1038,Ã»Á¤¿ø µå·¹½Ì ¼Ò½º½Ã¸®Áî Ä¥¸®¼Ò½º ¸Ó½ºÅ¸µå¼Ò½º »ø,2025,3190,3430
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1038,Ã»Á¤¿ø µå·¹½Ì ¼Ò½º½Ã¸®Áî Ä¥¸®¼Ò½º ¸Ó½ºÅ¸µå¼Ò½º »ø,2024,3030,3290
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1039,Äû³× ½Î¿ìÀüµå ¾ÆÀÏ·£µå »ø·¯µå µå·¹½Ì250ml,2025,5010,5370
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1039,Äû³× ½Î¿ìÀüµå ¾ÆÀÏ·£µå »ø·¯µå µå·¹½Ì250ml,2024,4860,4990
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1039,Äû³× ½Î¿ìÀüµå ¾ÆÀÏ·£µå »ø·¯µå µå·¹½Ì250ml,2023,4520,4790
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1040,Å¥ÇÇ Âü±ú µå·¹½Ì Âü±ú¼Ò½º ¾ßÃ¤ »ø·¯µå¼Ò½º 1L (7296188),2025,9870,10590
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1040,Å¥ÇÇ Âü±ú µå·¹½Ì Âü±ú¼Ò½º ¾ßÃ¤ »ø·¯µå¼Ò½º 1L (7296188),2023,9280,10170
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1040,Å¥ÇÇ Âü±ú µå·¹½Ì Âü±ú¼Ò½º ¾ßÃ¤ »ø·¯µå¼Ò½º 1L (7296188),2024,9770,10270
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1041,Å©¸²½ÃÀúµå·¹½Ì Æò°­ 2k,2025,17390,18650
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1041,Å©¸²½ÃÀúµå·¹½Ì Æò°­ 2k,2024,17220,18460
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1042,ÆùÅ¸³ª »ç¿ìÀü ¾ÆÀÏ·£µå µå·¹½Ì 250g,2025,2780,2980
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1042,ÆùÅ¸³ª »ç¿ìÀü ¾ÆÀÏ·£µå µå·¹½Ì 250g,2024,2610,2740
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1043,ÆùÅ¸³ª ½ÃÀú µå·¹½Ì 260g,2023,1830,2120
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1043,ÆùÅ¸³ª ½ÃÀú µå·¹½Ì 260g,2025,2120,2280
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1043,ÆùÅ¸³ª ½ÃÀú µå·¹½Ì 260g,2024,1950,2210
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1044,Çªµå ¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå µå·¹½Ì 2kg,2025,10140,10880
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1044,Çªµå ¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå µå·¹½Ì 2kg,2024,9630,10440
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1044,Çªµå ¿À¶Ñ±â Çã´Ï¸Ó½ºÅ¸µå µå·¹½Ì 2kg,2023,9340,10230
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1045,Ç®¹«¿ø ¹Ì´Ï Âü±ú ÈæÀÓÀÚ µå·¹½Ì 105G(°³),2023,1270,1340
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1045,Ç®¹«¿ø ¹Ì´Ï Âü±ú ÈæÀÓÀÚ µå·¹½Ì 105G(°³),2025,1340,1440
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1045,Ç®¹«¿ø ¹Ì´Ï Âü±ú ÈæÀÓÀÚ µå·¹½Ì 105G(°³),2024,1310,1350
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1046,Ç®¹«¿ø »ç°ú ¿ä°ÅÆ® µå·¹½Ì 235G(°³),2025,3550,3810
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1046,Ç®¹«¿ø »ç°ú ¿ä°ÅÆ® µå·¹½Ì 235G(°³),2024,3300,3700
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1047,Ç®¹«¿ø ¾Æ¸óµå È£µÎ µå·¹½Ì 225G(°³),2024,3200,3360
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1047,Ç®¹«¿ø ¾Æ¸óµå È£µÎ µå·¹½Ì 225G(°³),2025,3370,3610
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1048,ÇÁ·¹½Ãµ¥ÀÌ [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Ãµ¿¬¹ßÈ¿ »ç°ú µå·¹½Ì½ÄÃÊ 200ml,2024,24910,27290
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1048,ÇÁ·¹½Ãµ¥ÀÌ [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Ãµ¿¬¹ßÈ¿ »ç°ú µå·¹½Ì½ÄÃÊ 200ml,2023,23170,27020
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1048,ÇÁ·¹½Ãµ¥ÀÌ [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Ãµ¿¬¹ßÈ¿ »ç°ú µå·¹½Ì½ÄÃÊ 200ml,2025,26790,28730
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1049,ÇÁ·¹½Ãµ¥ÀÌ [ÇÁ·¹½Ãµ¥ÀÌ] [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Æ÷µµ µå·¹½Ì½ÄÃÊ 200ml,2025,33830,36290
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1049,ÇÁ·¹½Ãµ¥ÀÌ [ÇÁ·¹½Ãµ¥ÀÌ] [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Æ÷µµ µå·¹½Ì½ÄÃÊ 200ml,2024,33490,34110
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0190,µå·¹½Ì,L1-M19-S0190-1049,ÇÁ·¹½Ãµ¥ÀÌ [ÇÁ·¹½Ãµ¥ÀÌ] [³²µµ½ÄÃÊ] ÇÏÈ­¼÷ Æ÷µµ µå·¹½Ì½ÄÃÊ 200ml,2023,31480,33090
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1001,(°Ç°­ÇÑÀë) Åä¸¶Åä »ç°ú µþ±â Àë¼±¹°¼¼Æ®,2025,30780,33020
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1001,(°Ç°­ÇÑÀë) Åä¸¶Åä »ç°ú µþ±â Àë¼±¹°¼¼Æ®,2023,27770,29490
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1001,(°Ç°­ÇÑÀë) Åä¸¶Åä »ç°ú µþ±â Àë¼±¹°¼¼Æ®,2024,28930,31040
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1002,(»õº®¹è¼Û °¡´É»óÇ°)¼§´ÞÇÁ¹«È­°úÀë170g,2025,5100,5480
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1002,(»õº®¹è¼Û °¡´É»óÇ°)¼§´ÞÇÁ¹«È­°úÀë170g,2023,4610,4940
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1002,(»õº®¹è¼Û °¡´É»óÇ°)¼§´ÞÇÁ¹«È­°úÀë170g,2024,4850,5150
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1003,370g ´©ÅÚ¶ó ÃÊÄÚ¸À Àë ¾Ç¸¶ÀÇ ¾Ç¸¶ÀÇÀë,2025,6170,6610
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1003,370g ´©ÅÚ¶ó ÃÊÄÚ¸À Àë ¾Ç¸¶ÀÇ ¾Ç¸¶ÀÇÀë,2023,5810,5900
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1003,370g ´©ÅÚ¶ó ÃÊÄÚ¸À Àë ¾Ç¸¶ÀÇ ¾Ç¸¶ÀÇÀë,2024,6050,6150
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1004,FK µþ±âÀë º´ ¿À¶Ñ±â 500g,2023,6210,6530
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1004,FK µþ±âÀë º´ ¿À¶Ñ±â 500g,2025,6610,7090
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1005,FK µþ±âÀë ¿À¶Ñ±â 850g X8,2025,4690,5030
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1005,FK µþ±âÀë ¿À¶Ñ±â 850g X8,2024,4500,4730
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1005,FK µþ±âÀë ¿À¶Ñ±â 850g X8,2023,4460,4680
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1006,Nutella ´©ÅÚ¶ó ½ºÇÁ·¹µå ÃÊÄÚÀë 1kg / ´ë¿ë·®,2025,11460,12300
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1006,Nutella ´©ÅÚ¶ó ½ºÇÁ·¹µå ÃÊÄÚÀë 1kg / ´ë¿ë·®,2024,10890,12050
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1006,Nutella ´©ÅÚ¶ó ½ºÇÁ·¹µå ÃÊÄÚÀë 1kg / ´ë¿ë·®,2023,10450,11330
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1007,Tropical Àë ¾¾µå¸®½º ½ºÆ®·Îº£¸®,2024,15310,15920
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1007,Tropical Àë ¾¾µå¸®½º ½ºÆ®·Îº£¸®,2025,15620,16760
L1,°¡°ø½ÄÇ°,M19,¾ç³ä,S0520,Àë,L1-M19-S0520-1007,Tropical Àë ¾¾µå¸®½º ½ºÆ®·Îº£¸®,2023,14700,15360
